IncidentDetailSummary,Source,Subject
"Informe, Registro de los apartados de informe,

/año de revisión: 2021, año de ejecución: 2022, auditoría: 432 (Baja California) y 1409 (Puebla)/

Apartados del expediente, Registro de los apartados del expediente de auditoría y/o acciones,

Apartado 17. Cédulas de trabajo, Cargar documento.",Correo-e,falla en sicsa
Problemas para visualizar la hora y fecha de llegada de los correos. Inv.56558,Ventanilla,Problemas para visualizar la hora y fecha de llegada de los correos.
Solita la revisión de la BAM debido a que no se conecta por USB y constantemente se reinicia.,Correo-e,Revisión de BAM no se conecta a USB y se reinicia
El equipo no puede accesar a navegación de internet.,Teléfono,No tiene acceso a internet
"Por instrucciones del Mtro. Guillermo Dorantes, Secretario Técnico; se solicita de su apoyo para que por favor serevise la conexión del Internet de todo el edificio de linares ya que se encuentra muy lento e intermitente

conexión por ethernet",Correo-e,Falla en conexión de red Ethernet Edificio Linares
"REPORTO LA FALLA DEL SCANNER CON NUMERO DE INVENTARIO 46619 Y QUE TENGO EN RESGUARDO, NO FUNCIONA, A LA HORA DE UTILIZARLO TOMA HOJAS DE MAS Y NO RESPETA LA SECUENCIA DEBIDO A ESTO, SUCEDE CADA VEZ QUE SE OCUPA",Correo-e,Falla en Scanner
"al hacer la revisión de las acciones electrónicas, se genera un error al intentar generar el acuse, en razón a lo anterior, solicito su valioso apoyo a efecto de nos ayude a reportar el problema con el personal correspondiente a efecto de poder concluir la recepción de los expedientes de Cuenta Pública 2022, de la tercera etapa.",Correo-e,al hacer ña revision de las acciones manda error en server application
no permite aporbar en el apartado de informe expediente de auditoria,Teléfono,no permite aprobar en el apartado de informe
"no puede subir un archivo de excel en el acta de Formalizacion e Inicio de trabajos de auditoria

auditoria 174

cuenta publica 2023

INFONACOT",Teléfono,no puede subir un archivo de excel en el acta de Formalizacion e Inicio de trabajos de auditoria
Reporta falla de acceso a equipo en pantalla de cifrado en el equipo de la usuaria Paola Juarez Aguilar,Ventanilla,Reporta falla de acceso a equipo en pantalla de cifrado
no se puede conectar a la vpn Brenda Paola Vazquez Garcia,Teléfono,no se puede conectar a la vpn
Reporta falla de lentitud en su equipo y en red,Teléfono,Reporta falla de lentitud en su equipo y en red
no pueden firmar el acta de formalizacion e inicios de trabajo auditoria 2051 FASP,Teléfono,no pueden firmar el acta de formalizacion e inicios de trabajo auditoria 2051 FASP
Problemas para restaurar iPad Air con número de inventario 56281.,Ventanilla,Problemas para restaurar tablet
"Solicito de su valioso apoyo con la finalidad de poder revisar el equipo de cómputo de la usuaria Rebeca Bedolla Calderon , lo anterior derivado del estado en que se encuentra para así estar en la posibilidad de generar el reporte correspondiente y dar seguimiento a las acciones a las que haya lugar.

Número de Inventario: 56374.

equipo presenta golpe en esquina derecha de carcasa de tapa",Correo-e,Solicitud para revisar equipo de cómputo por golpe en esquina derecha de carcasa de tapa
"Hola buena tarde a quien corresponda, me puede a poyar para poder tener acceso al sistema ya que me sale un mensaje donde me indica que no me encuentro regsitratdo.",Correo-e,manda error al querer ingresar a buzon digital
"Revisión de disco duro con número de inventario 54055, ya que ningún equipo lo detecta.",Correo-e,Revisión de disco duro
"Por medio del presente, solicito de su valioso apoyo, la revisión del equipo de cómputo 51833 de la Lic. Cesly Beatriz Becerril Molina, debido a que no enciende.

se revisa en ventanilla y se detecta derrame de café",Correo-e,"Solicitud de revisión de quipo de cómputo, No enciende,"
Problemas para trabajar en Word al trabajar en Word aparecen destellos de otras ventanas que están abiertas en el equipo con número de inventario 55236,Ventanilla,Problemas para trabajar en Word.
"Reporta telefonos CISCO con horario difentes,

Sala de juntas de Lic. Aldo

Telefono del Lic. Aldo Gerardo.

NOTA: Se tienen varios telefonos en Coyoacan con horario diferente.",Teléfono,Reporta telefonos CISCO con horario difentes
"Se solicita apoyo con la revisión del software Adobe Acrobat Pro en el equipo de cómputo portátil con número de Inv. 57449 de la usuaria ""Estefany Yurithzi Ortiz Vazquez"" , dado que la usuaria reporta que no pueda hacer uso del mismo para poder modificar, editar y crear documentos PDF porque se le arroja un mensaje que le pide credenciales de inicio de sesión.",Portal,Revisión de equipo 57449 por problemas en el Adobe Acrobat Pro.
no hay livelink,Teléfono,no hay livelink
"Por instrucciones del Mtro. Guillermo Dorantes, Secretario Técnico de la DGR; se solicita revisar el Livelink, no hay acceso:",Correo-e,no hay livelink
"Estoy en un curso de ética y probidad, conforme se muestra en la siguiente pantalla, pero no puedo abrir los videos, me pueden apoyar por favor.",Ventanilla,Apoyo para visualizar videos de curso
Solicita apoyo para autentificar en Office 365 desde la App Autentificator,Teléfono,Solicita apoyo para autentificar en Office 365
"Solicito atentamente se reinstale el Microsoft Authenticator de Mtra. Sandra Moreno Martínez, Directora de Igualdad de Género y Cultura de la Fiscalización, en el equipo con número de inventario 54640 debido a que se caducó la contraseña y al cambiarla se notó que está desincronizada la cuenta.",Correo-e,problemas con el authenticator
"Solicitamos de su ayuda, ya que el usuario Jessica Jazmin Martinez Banda jjmartinezb@asf.gob.mx no puede solicitar oficios ya que le aparece la siguiente leyenda, ella pertenece a la DJC:",Correo-e,no puede solicitar oficios
Reporta que no abre su correo ni teams,Teléfono,Reporta que no abre su correo ni teams
"El motivo de mi correo electrónico es para reportar y solicitar ayuda, ya que en la plataforma denominada Buzón Digital, apartado orden de auditoría no se puede visualizar el apartado del requerimiento en donde se descarga y cargar el archivo Excel con el requerimiento de información de las auditorías 282, 283, 284, 285 y 286, adjunto captura de pantalla para pronta referencia",Correo-e,no muestra el excel al seleccionar con solicigtud de informacion auditorias 282 283 284 285 y 286
"El motivo de mi correo electrónico es para reportar y solicitar ayuda, ya que en la plataforma denominada Buzón Digital, apartado orden de auditoría no se puede visualizar el apartado del requerimiento en donde se descarga y cargar el archivo Excel con el requerimiento de información, adjunto captura de pantalla para pronta referencia:

auditoria 283 año 2023

secretaria de cultura",Correo-e,al seleccionar la casilla de con solicitud de informacion no despliega el archivo de excel
"Se solicita la revision del equipo DELL 5530 con numero de inventario 57772, debido que no inicia el sistema operativo.",Ventanilla,El equipo no reconoce el Disco Duro
"Reporta fallas con Outlook., no abre",Teléfono,"Reporta fallas con Outlook., no abre"
Detección de problema en el disco duro SSD por medio de la herramienta TechDirect equipo con número de inventario 57872,Ventanilla,Detección de problema en el disco duro SSD
Solicita apoyo ya que no pueden accesar a la cuenta de sserna.,Ventanilla,Apoyo para accesar a cuenta
"Reporta falla en la hora del equipo, no coincide con la actual",Teléfono,Reporta falla en la hora del equipo
"Se solicita el apoyo para verificar el fondo del escritorio ya que le parece una imagen que no corresponde a la institucional.

Usuario: Elva Leticia Molina Alvarez",Teléfono,verificar el fondo del escritorio
La usuaria reporta que no funciona el teclado de su equipo de escritorio.,Teléfono,La usuaria reporta que no funciona el teclado de su equipo.
Se solicita la revisión del eliminador del equipo 56562 ya que no funciona,Correo-e,Eliminador no funciona
Solicita apoyo para establecer conexión en GlobalProtect,Teléfono,Solicita apoyo para establecer conexión en GlobalProtect
Usuario comenta que no puede ver el directorio en Livelink.,Teléfono,Apoyo en livelink
"Reporta no poder iniciar sesión, falla de contraseña",Ventanilla,"Reporta no poder iniciar sesión, falla de contraseña"
EQUIPO FUERA DE DOMINIO 54673.,Correo-e,EQUIPO FUERA DE DOMINIO
"En las operaciones de la auditoría 1149 (FOFISP Hidalgo) realizas en el BD, se detectaron las siguientes inconsistencias en el apartado Auds. Dig, que se describen a continuación:

Una vez concluidas satisfactoriamente las operaciones en el apartado Eventos de Multifirma, se procedió a cargar el Acta de inicio respectivo y su Anexo en el apartado Auds. Dig; sin embargo, en el árbol de auditorías, el apartado Acta de Inicio aparece contiguo (inmediatamente debajo) del apartado Orden de Auditoría (a diferencia de otras auditoría), y nunca cambia de color gris a verde, como se muestra en la figura 01.

Cabe precisar que, en el apartado Orden de Auditoría se despliega el número de acta en lugar del número del oficio de orden de auditoría, como se muestra en la figura 02.

En todos los casos, cabe mencionar que los documentos PDF desplegados en cada apartado Acta de Inicio y Orden de Auditoría, son los correctos.",Correo-e,problemas con auditoria 1149 hidalgo
Problemas con eliminador no carga el equipo con inventario 51409,Correo-e,Problemas con eliminador
"Problemas para ingresar a la pagina del SAT ya que pide una actualización de chrome.

Inv. 58398",Teléfono,Problemas para ingresar a la pagina del sat
"Usuario solicita apoyo ya que al cargar archivos PDF en el transfer le marca error (Error en el firmado del pdf: trailer not found) y tampoco muestra el numero de fojas.

Auditoria 699 CDMX Fondo de aportaciones para la seguridad pública de los estados y del distrito federal (FASP).

mariana.gallog@gmail.com

5513373264

Mariana Gallo

Secretaria de Administracion y Finanzas",Teléfono,Error al cargar archivos en Transfer
no se puede accesar al Sistema de Archivo de Trámite Ambiente Producción de la liga http://archivos:2133/SIA/AdminExpediente.aspx,Correo-e,no puede accesar al archivo de tramite productivo
Reporta fallas con su telefono CISCO con inventario 53408 no prende,Teléfono,Reporta fallas con su telefono CISCO no prende
"me permito solicitar su apoyo para revisar y reparar el equipo de cómputo portátil Marca DELL Modelo Latitude 5530 con número de inventario 57206, que tiene a su resguardo el usuario Yessica Magaly Garcia Amador con número de empleado 11043, adscrita a esta Dirección General, lo anterior debido a que el equipo constantemente presenta pantalla azul de error :( El dispositivo tuvo un problema y necesita reiniciarse, usuario comenta que se encuentra trabajando normalmente y de repente muestra pantalla azul con el mensaje de error y posteriormente se reinicia el equipo. Se adjunta evidencia fotográfica para pronta referencia.",Correo-e,"Problemas con pantalla azul,"
"Se solicita apoyo con la revisión del software Adobe Acrobat Pro en el equipo de cómputo portátil con número de Inv. 51639 de la usuaria ""Leisi Monserrat Canedo Rosete"" , dado que la usuaria reporta que no puede hacer uso de las herramientas para edición, creación y modificación de archivos PDF debido a que se le arroja un mensaje referente a que inicie la prueba gratuita de Adobe Pro, pero la usuaria comenta que si contaba con licencia de dicho software.",Ventanilla,Revisión equipo 51639 por problemas con el software Adobe Acrobat.
"Problemas con transfer para cargar informacion.

Auditoria 699 CDMX Fondo de aportaciones para la seguridad pública de los estados y del distrito federal (FASP)

gbmontiel@ssc.cdmx.gob.mx

Gabriela Berenice Montiel Rojas",Teléfono,problemas con transfer
"personal externo del Gobierno del Estado del Estado de Puebla al intentar ingresar al sistema, se muestra el mensaje Se encontraron inconsistencias al ejecutar la acción, como se muestra en la siguiente imagen:",Correo-e,problemas de acceso al Buzón Digital ASF
no hay livelink,Correo-e,no hay livelink
no se puede firmar ni certificar,Correo-e,no se  puede firmar ni certificar
"personal externo con RFC FIMV801129FJ1 al intentar ingresar para la firma de un acta la pantalla de inicio solo se limpian los registros y no se accede, como se muestra en la siguiente imagen:",Correo-e,problemas de acceso a personal externo para firma de acta en el Buzón
"Buenas tardes, al tratar de entrar a mis archivos en intranet me aparece esta leyenda, aunque ponga mis credenciales no me permite accesar.",Correo-e,pide credenciales para entrar a la intranet
